,LogReturns
484,0.008780273134710434
485,-0.012134855280863631
486,0.008920665758379362
487,0.004209599658316816
488,-0.0033218943181761835
489,0.007073415875726699
490,-0.0011019284861566439
491,0.004400447144821671
492,0.00416256488866775
493,0.00251105541627225
494,0.00032706459817301206
495,0.0
496,0.008790549850480663
497,-0.018760512463823764
498,-0.009734566159140623
499,0.011935162120655268
500,-0.022328058929489178
501,0.003923991805592502
502,0.010463140869406867
503,0.0018806355451576235
504,0.004521152322814075
505,0.002637074377356273
506,0.011564606302467617
507,0.0025999364661833907
508,0.004749064511230586
509,0.009217642970477408
510,-0.0003201195140179314
511,-0.0020298067970210424
512,0.0037359279189160904
513,0.00996509889470453
514,-0.0005275652984403572
515,-0.005503241743870839
516,-0.004253967916706683
517,0.009229365890074243
518,-0.008803153843132057
519,0.0030846166031207895
520,-0.0022327370925468966
521,0.0031881004686458952
522,0.0006788146460357849
523,0.0012291783008220036
524,0.0
525,-0.013540374258837692
526,-0.006245309413015776
527,-0.01578607709508901
528,0.008522778861982615
529,-0.001960357848453842
530,0.008251051044604338
531,-0.0029235037876091338
532,0.01794685749189657
533,0.0013836413255283284
534,-0.004049882973274415
535,-0.03842649637576412
536,0.017164025726738273
537,-0.017541413541590906
538,-0.005521677652939316
539,0.01143250145481522
540,0.002865331473286427
541,0.015722564294804422
542,0.005186397363027932
543,0.0065524698697090366
544,-0.005367699415004144
545,0.007186173468028724
546,0.005648227303512467
547,-0.024528996858195665
548,0.01577667286904401
549,0.015741656688402546
550,0.006416684300236385
551,0.008145408443967795
552,0.0029078844875044226
553,-0.0034280405460463776
554,0.007567547647192922
555,-0.0007231778816131747
556,0.012733792928745285
557,0.002038736689848309
558,-0.0025490709698704575
559,0.011167628754010086
560,0.0016140425172511115
561,0.00020157226433921335
562,-0.014720330775650657
563,0.0012264923859653045
564,-0.00020431096199392481
565,0.0
566,0.012891616391334154
567,-0.00932218727902674
568,0.006696453595121294
569,-0.01108354424112789
570,0.009464274582586665
571,-0.010692021820908938
572,-0.012879473280156208
573,0.01052206943127669
574,0.007666789406850458
575,0.006091389393401913
576,-0.01088903040307769
577,-0.009974888608917919
578,0.01756902311514285
579,-0.007788566586084072
580,0.006518402564182688
581,0.011725596792002854
582,-0.012335849048532748
583,-0.02680849278736659
584,0.00297394109568986
585,-0.013268149648851446
586,0.009562411959947476
587,0.0046950892236897555
588,0.015390480926072406
589,-0.005756594844336745
590,0.016157422773848792
591,-0.005084929089330475
592,0.0020370754650771462
593,0.0
594,0.014044181326386514
595,0.004005212122999871
596,0.009250575738894751
597,0.0027684415546066084
598,0.011681114415760549
599,0.00204728319131317
600,0.00872690499280569
601,-0.00503291809566711
602,0.0038737216752907527
603,0.006647103131612078
604,0.0015350669808985931
605,0.0021068768567359375
606,-0.0006698885364631481
607,-0.008364388282753047
608,0.00912993855937637
609,-0.004025693158411204
610,-0.007035834527762914
611,0.0008701117192266737
612,0.0016897196672474005
613,0.013558717715607984
614,0.0008562051609966835
615,0.0034175085473786607
616,-0.010096285400906471
617,-0.007109262337689042
618,0.004137207036517477
619,-0.0010567271265302556
620,0.005272504185725921
621,-0.0013394567636020645
622,-0.00393304742212391
623,-0.01872477701300421
624,-0.004220036686247896
625,-0.010201345832368933
626,0.014323444121790162
627,-0.0060909904395387016
628,0.013993085116919156
629,0.002523293264284298
630,9.69227042194074e-05
631,-0.023733584332094444
632,0.0019829473084933768
633,0.009954253583231461
634,-0.015715668149346763
635,0.0
636,0.0067514156369749495
637,0.008768097156701682
638,0.0015681665469824229
639,0.002738388019278701
640,0.015024757993570342
641,0.009765515615483094
642,0.000476258522123099
643,-0.007359650901312445
644,0.005453254365496262
645,0.0021920428124547146
646,0.00985229644301164
647,0.009476075975231249
648,-0.0010277013096795821
649,-0.0036522024020586696
650,9.381303069859052e-05
651,0.0006564449056473485
652,-0.0018767013108766492
653,0.005526169638720568
654,-0.0044935480965990204
655,0.0002814390937475281
656,0.011564056872781626
657,-0.004088085225209696
658,-0.01029393330944176
659,0.00665637858264469
660,-0.011748807543197102
661,-0.01634731983458704
662,-0.003996249811465118
663,0.023835621705839784
664,0.014404888496668796
665,0.0050023263181715166
666,-0.009843147538181206
667,0.012334958157951366
668,0.00871845103988103
669,0.011357047523292372
670,-0.0019895105133488104
671,0.00262170741857745
672,-0.003346148272500866
673,0.005339465459445864
674,0.0008916469488926047
675,-0.00045022737242444066
676,0.0028779586372022154
677,-0.013744677903122027
678,-0.005844231774279696
679,-0.004359704938952753
680,0.011477822235821005
681,-0.003461471847542183
682,-0.004297935380148833
683,-0.01700595512172887
684,0.018013511882028627
685,0.0013723070631747197
686,0.0008224811978394093
687,0.009545960938749877
688,-0.001041077382702854
689,0.003842073115048876
690,-0.007062687815090984
691,-0.006198178625336198
692,-0.00036579790074110026
693,0.017858426835105794
694,0.004929429654639388
695,0.0012508936584634874
696,0.007384046717227917
697,0.005568582914020852
698,0.0
699,0.0005287275413974121
700,-0.010093940847437012
701,-0.004817136879714037
702,-0.002686248033651424
703,0.000717038661177955
704,0.007764776394731233
705,-0.000266749657030089
706,-0.009112087346362069
707,-0.01655921654504746
708,0.0021873869458004583
709,0.003272135259098539
710,0.011817376258456306
711,-0.0014358792738939571
712,0.01364691384118189
713,-0.007469357152650711
714,0.016728274318116663
715,0.007433027970192137
716,0.0038260916240205945
717,0.0
718,8.678672168613313e-05
719,-0.0006076652819480872
720,-0.0006080347635753724
721,0.0023432425562392345
722,0.0
723,-0.010894778090050664
724,0.005069940929842783
725,-0.008141870321500294
726,0.008316238238245373
727,0.0013067911429741385
728,0.00026115342912290835
729,0.005468526279242606
730,-0.013771681092266525
731,0.012212294135017121
732,0.0074285562305441985
733,0.00120409406480451
734,-0.0035303778003053093
735,0.0
736,0.005934225111699862
737,0.005046411941078881
738,-0.006762855891499339
739,-0.025842130617738657
740,-0.01474009994361629
741,0.010500185456602926
742,-0.014533713983475674
743,0.014808085475343829
744,-0.007470244944425703
745,-0.031794716583841226
746,0.007518832414027319
747,-0.007518832414027228
748,0.007884162585229212
749,0.011259539637577125
750,0.0026150878332494285
751,0.008876195812137557
752,0.003919826845298438
753,0.012634351037206108
754,0.0014037552752563266
755,0.0
756,0.010379056148365111
757,-0.010291386836951475
758,0.010725132235206923
759,0.0031174254550587416
760,0.0073222535017776254
761,0.0010294244711085605
762,0.006154391594074033
763,0.005438952814795305
764,-0.003991343246206004
765,-0.0053752102459429345
766,0.024840750074746218
767,-0.0005843315830523112
768,-0.00016701461416704992
769,-0.0003341129332784648
770,-0.0033472834600570345
771,-0.010448359291327028
772,0.003044657291086848
773,-0.011636433166710274
774,0.004177507247584733
775,0.004414268628038846
776,0.014463757023773048
777,-0.006533233724786924
778,0.0013436347335521
779,-0.00462632780389715
780,-0.011447108505115381
781,-0.0028182263838418893
782,-0.019342628775796095
783,-0.0025317574307334692
784,-0.0009620010361909521
785,0.017777860573108935
786,0.013065383755862647
787,0.00448640021142715
788,-0.01018684530699313
789,-0.02339439420719138
790,-0.014693854623890902
791,0.006977902269983073
792,0.014332151294944846
793,-0.0289709490307368
794,-0.013932023394975407
795,0.0028037824183138136
796,0.0038761485408461333
797,0.010827361825837238
798,0.004971601149245765
799,0.0
800,0.004682607840562103
801,0.01026009789774079
802,-0.00630143867045489
803,-0.0025493398713233683
804,-0.01776087891418962
805,-0.005840875661047401
806,0.002520253359187863
807,0.00663025455498317
808,-0.00035727045753372366
809,0.0008036791074183603
810,-0.00125044675100219
811,-0.0163997187843295
812,0.0006266774042674384
813,-0.010120130721277366
814,0.009129982163530998
815,0.022466796880084274
816,-0.009823261702943092
817,-0.016376751440992238
818,-0.006773481274759794
819,0.006317256074091298
820,0.010711794507943267
821,-0.01537721942732944
822,0.005121650120054924
823,0.010345858684790776
824,0.010865279969344416
825,0.0
826,0.014276456177180891
827,-0.005208115228131588
828,0.0033574868083524165
829,-0.004508693488513299
830,-0.005419585918630388
831,-0.0024082427016164656
832,0.003921573653181644
833,0.020775395106287578
834,0.009537920220933142
835,0.00876369557687319
836,-0.0019694316422571388
837,-0.004897548131919901
838,-0.0061341934972694336
839,0.0017317520995996781
840,0.004833011910242282
841,0.007035032446197499
842,0.006731163317950409
843,0.0008488244292011305
844,0.003303547962275066
845,-0.0019469257430196946
846,-0.010733555643108664
847,0.008443186910613042
848,-0.0016999579104486125
849,0.0066980622624696244
850,0.00396374122164801
851,0.010132817091170795
852,-0.00769491920011236
853,0.006027140294524528
854,0.0
855,-0.01725704680232168
856,-0.01221663137084163
857,0.0012884939290701838
858,-0.010701750534927718
859,-0.0013023661489210054
860,0.00511288431296068
861,-0.009902791141293006
862,-0.0027099103082302367
863,-0.015526070528919427
864,0.015438531683501032
865,-0.004035093194230607
866,0.00840267525942661
867,0.0011759839330824776
868,-0.001960742224217843
869,-0.009113277232865492
870,-0.005030236084411127
871,0.0027388805388333646
872,0.003962493627444043
873,-0.023115094015617264
874,-0.004596395434574741
875,0.008815384963489244
876,-0.002510761720691826
877,0.003146418505349263
878,-0.004853746951713943
879,0.009666234755530256
880,0.009485466270785134
881,-0.006905737935339541
882,0.0077876499776837645
883,0.0014974677979957096
884,-0.0019383265980646544
885,0.014446689988988152
886,0.003471020492878741
887,-0.004253663256424838
888,0.002172497052600291
889,8.680178817118329e-05
890,0.004676142916381337
891,0.009030377427783171
892,-0.0024859641622768805
893,-0.005163078331196155
894,0.0055921339862957985
895,0.0
896,0.005475715255962763
897,-0.00633401073393848
898,-0.0038714721216583487
899,0.0031843049412083406
900,0.0015454626584256615
901,-0.011910039808423081
902,0.005886443589951757
903,0.006452467863763458
904,-0.010690678593043077
905,-0.010981459492610002
906,0.0028003868830351495
907,0.002618259481428131
908,0.006082743815769329
909,-0.012729029759177012
910,-0.01413825794783285
911,-0.009388061262121014
912,0.006268490123996201
913,-0.01701594060483368
914,0.008949212269235774
915,-0.0008102633799140178
916,-0.015246687943397562
917,-0.014276088647879989
918,0.009509373233073494
919,0.007506443155926985
920,-0.008609688647988278
921,-0.01660289494519064
922,0.01899172371807655
923,-0.02735054205108788
924,-0.012240984086365307
925,-0.004017990672998853
926,0.011626929799179174
927,0.009993483754222165
928,0.011194146743152708
929,-0.0029728747276062885
930,0.011654927970483944
931,0.01632726560508953
932,-0.014397915932235147
933,0.017559474050964138
934,0.0017120977374355012
935,-0.0005403458344727748
936,0.028068278343679906
937,-0.002367695235099277
938,0.008480183704176391
939,0.014605107729636578
940,-0.001717328259948525
941,-0.004651571829357158
942,0.0018115165618103396
943,0.004299972225717823
944,0.0015434748390902985
945,0.004957275109151487
946,0.0006818375786189014
947,0.004505469431292727
948,-0.008517939065302479
949,-0.0017980226600068368
950,-0.008347365710081569
951,0.005773140845950612
952,-0.010710994687190698
953,0.011140492610728232
954,0.0012016137399812853
955,0.011852622236347338
956,0.0007626149587923198
957,0.003297960792251153
958,0.0
959,-0.014970084786778536
960,-0.01571979166070309
961,0.011941990310152927
962,0.009588293644566792
963,-0.004782654944427826
964,0.007505365721966175
965,-0.012569102242611329
966,0.016639319003964724
967,-0.021469412920852006
968,0.003969286426357105
969,-0.012216934863252914
970,-0.01016393574160881
971,-0.0014100645678190118
972,0.030400117635930462
973,0.014776084053332927
974,0.002273398023724292
975,0.00678934756654219
976,0.0012522437667607503
977,-0.0008346549186662128
978,0.0
979,0.006491907943525164
980,0.0042220353291694615
981,-0.005882613591861739
982,-0.006001018175794738
983,0.0
984,-0.005784966877257011
985,-0.013459381241440166
986,-0.01745154971468893
987,0.012239421881546952
988,0.016819968400870525
989,-0.009649643185792806
990,-0.003322686763007088
991,0.0007677543563304702
992,-0.004015898078846399
993,-0.017010296606028777
994,0.016153765504412294
995,0.0
996,-0.004207640057728075
997,-0.0031889705973760555
998,0.02016817633459149
999,-0.0006770480962759133
1000,0.009604926819237847
1001,-0.004790931626546115
1002,-0.016994206250397853
1003,0.013702925166325111
1004,-0.022223136784710124
1005,0.009119911786283071
1006,0.017741647820288847
1007,-0.003709015463337471
1008,0.012838439397498281
1009,-0.0010844630885559524
1010,-0.007960824713293155
1011,0.006373721677896379
1012,-0.0014221778445924094
1013,0.011321189759654033
1014,0.0059420823512364345
1015,0.0
1016,0.003121921694345985
1017,0.0010657922714140747
1018,8.193699050014318e-05
1019,0.0027001611954252727
1020,0.0009800719503871447
1021,0.001305270213056054
1022,0.0011407155152043972
1023,0.003657797209757457
1024,-0.005450934865213762
1025,0.007234333522066516
1026,-0.0059299146187014136
1027,-0.0031007776782481593
1028,0.0029378183362434194
1029,-0.012710819375514897
1030,0.004364481750050252
1031,-0.011570377012848335
1032,0.0061324464994672945
1033,0.016469707356964375
1034,-0.0035821905927692433
1035,0.005855103333601003
1036,0.002672174552525851
1037,0.007973945839144335
1038,0.0019235399054267513
1039,0.008769188847544636
1040,-0.0008734665263322597
1041,-0.00023835061488123354
1042,-0.027224619548128916
1043,-0.0012255404123892107
1044,0.006356471569600965
1045,0.013475009232522229
1046,-0.003211048757280287
1047,0.00040194542122397363
1048,0.001846870882693111
1049,0.0
1050,0.0044026486964313
1051,-0.006410278360919054
1052,0.008564505866529164
1053,-0.00359296166794205
1054,0.004787752522568552
1055,0.0006366385699670287
1056,-0.00023869196914853694
1057,0.006978063364079801
1058,-0.0005532940899164163
1059,-0.01634088411367676
1060,0.009756955202061348
1061,-0.0010351555648240739
1062,0.001512558501962528
1063,0.004523996763051284
1064,-0.003331485591003357
1065,-0.01110545508590128
1066,0.0055281957877952375
1067,-0.010925558550185602
1068,-0.02139031673365266
1069,0.006498069338303911
1070,0.003600953232274141
1071,-0.012825958937929125
1072,0.0034693575192083275
1073,0.0037860127528045666
1074,0.0074477571420537075
1075,0.0005706134248976597
1076,-0.0017944539888623508
1077,-4.0820491892524426e-05
1078,0.010598008036017435
1079,-0.0011315875762937411
1080,0.011258663356202714
1081,-0.0013603811164514291
1082,0.0018400741221320004
1083,-0.0011196418316163595
1084,-0.004330399710152356
1085,0.0
1086,-0.009609635059072823
1087,0.012178060903161
1088,-0.0008821525091899627
1089,-0.0060355069947907024
1090,0.0031430093971992214
1091,0.0019292610485607791
1092,0.009908983107489026
1093,-0.010069612776134175
1094,0.007202912294058016
1095,-0.0046359286929234566
1096,-0.0030490274764606354
1097,0.012378866693102165
1098,0.0025366640633456617
1099,-0.0030130057681288214
1100,-0.003181423187638089
1101,0.007064923214035716
1102,-0.0015040572793823786
1103,0.013299428760928475
1104,-0.00046915318711808864
1105,0.0068589512858891945
1106,0.002095054112575332
1107,-0.008484852211346303
1108,-0.0005473667885031718
1109,-0.0027413371387147167
1110,-0.02557928007363415
1111,0.004656025108751473
1112,0.0029589369423431633
1113,-0.011646250264725717
1114,0.0
1115,-0.00032320620837273767
1116,0.001130765002159257
1117,-0.015374280944355816
1118,0.0036003639251779877
1119,0.013789965442032254
1120,0.011215370302260668
1121,0.005560865934653278
1122,-0.005321907791017462
1123,0.00595547081213112
1124,-0.00436387410498747
1125,-0.005421796091255976
1126,-0.004728141195946012
1127,0.003688265887266818
1128,-0.011105860164862445
1129,-0.016235314795522558
1130,-0.008341985191357072
1131,0.008506472402847154
1132,0.002792150947603356
1133,0.0028661527216084595
1134,0.005463826029061872
1135,-0.004973309341659717
1136,-0.002373062772331729
1137,0.0022913266980699705
1138,-0.013578779184612273
1139,-0.006734032181344068
1140,0.01144575819512231
1141,-0.008613603032568702
1142,-0.0019149916347185319
1143,-0.0033391799955813537
1144,0.006418025781128349
1145,0.0104963978685006
1146,-0.00800697661772939
1147,-0.010413723467322458
1148,-0.02561632859140823
1149,-0.011753657045966098
1150,-0.039815517502802
1151,-0.007719240981874259
1152,0.02511722263911207
1153,0.01771205487336618
1154,0.009821468718609085
1155,-0.0036392033925391667
1156,-0.02906413294391124
1157,0.01780304759394109
1158,-0.0015814447154674563
1159,-0.007590504228818173
1160,0.0
1161,0.02260082183296948
1162,-0.011587009455205114
1163,0.004546257174617061
1164,0.004699338558609868
1165,-0.004612112774612902
1166,0.011188806607673216
1167,0.00858816683593756
1168,0.0034147207501893672
1169,-0.013902223389779523
1170,-0.001816373807345368
1171,-0.015266140245658222
1172,-0.0029932234690488633
1173,-0.0016765942599337254
1174,-0.016114303733278743
1175,-0.028401690585724573
1176,-0.0071352756045099976
1177,0.015411184908369742
1178,-0.0017414421705374953
1179,0.014751678906552197
1180,0.023583049165802637
1181,-0.006910020407887716
1182,0.017535806443461047
1183,0.008956971052393526
1184,0.0019891898451037658
1185,-0.0014698891583427916
1186,-0.013765681738662773
1187,-0.0098740112811522
1188,0.023639693019814827
1189,-0.0012987577045295347
1190,0.0019042678653249825
1191,-0.0013845623534109496
1192,-0.015358068011935408
1193,0.008755090068511304
1194,0.009801874027075027
